Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Bwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Win bytes forward,Init Win bytes backward,act data pkt fwd,min seg size forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Inbound,Label
17,21330,2,2,60.0,92.0,30.0,30.0,30.0,0.0,46.0,46.0,46.0,0.0,7126.11345522738,187.5293014533521,7110.0,12310.551124949689,21325.0,2.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,0,40,40,93.76465072667604,93.76465072667604,30.0,46.0,36.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,45.5,30.0,46.0,2,60,2,92,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,115517926,31,28,882.0,1736.0,441.0,0.0,28.451612903225804,110.13138780858598,868.0,0.0,62.00000000000001,227.64624928782555,22.663149267413267,0.5107432417025908,1991688.3793103448,4026403.437662302,10218639.0,1.0,115517926.0,3850597.533333333,4961505.838385294,10240026.0,1.0,112527918.0,4167700.666666667,5118631.137788164,10240780.0,1.0,0,1008,912,0.2683566185217002,0.2423866231808905,0.0,868.0,43.63333333333332,173.77064239448532,30196.23615819209,0,0,0,0,1,0,0,0,0.0,44.37288135593221,28.451612903225808,62.0,31,882,28,1736,29200,235,2,32,25906.454545454544,14331.528176462109,69109.0,21381.0,10203891.90909091,48203.36201647007,10218639.0,10058556.0,0,BENIGN
6,93375,4,2,92.0,92.0,46.0,0.0,23.0,26.558112382722783,46.0,46.0,46.0,0.0,1970.5488621151271,64.2570281124498,18675.0,25824.270880317217,51790.0,0.0,93375.0,31125.0,53909.21536249624,93374.0,0.0,1.0,1.0,0.0,1.0,1.0,0,80,40,42.83801874163321,21.419009370816607,0.0,46.0,32.85714285714286,22.445701677816267,503.8095238095239,0,0,1,0,0,1,0,0,0.0,38.333333333333336,23.0,46.0,4,92,2,92,255,262,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,261,4,0,123.0,0.0,46.0,0.0,30.75,21.68524844220144,0.0,0.0,0.0,0.0,471264.3678160919,15325.670498084291,87.0,145.4922678357857,255.0,3.0,261.0,87.0,145.4922678357857,255.0,3.0,0.0,0.0,0.0,0.0,0.0,0,80,0,15325.670498084291,0.0,0.0,46.0,33.8,19.979989989987484,399.2,0,0,1,0,0,1,0,0,0.0,42.25,30.75,0.0,4,123,0,0,16322,-1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
17,20906,2,2,64.0,96.0,32.0,32.0,32.0,0.0,48.0,48.0,48.0,0.0,7653.305271214005,191.3326317803501,6968.666666666666,12065.754611019294,20901.0,2.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,0,64,40,95.66631589017508,95.66631589017508,32.0,48.0,38.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,48.0,32.0,48.0,2,64,2,96,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,117532201,62,65,5034.0,69384.0,981.0,0.0,81.19354838709677,193.3508523095821,2920.0,0.0,1067.446153846154,1110.2370246760547,633.1711596211833,1.0805549365998854,932795.246031746,7291123.897116434,58207934.0,0.0,117532201.0,1926757.3934426229,10434737.957025236,58248974.0,0.0,117438739.0,1834980.296875,10200916.959660811,58256249.0,1.0,0,1264,1324,0.5275150084188417,0.5530399281810437,0.0,2920.0,581.390625,940.660776584381,884842.6966043308,0,0,0,0,1,0,0,0,1.0,585.9685039370079,81.19354838709677,1067.446153846154,62,5034,65,69384,64240,134,26,20,607238.0,726528.1760386174,1120971.0,93505.0,58112110.5,135514.89329405827,58207934.0,58016287.0,0,BENIGN
6,54742,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.53501881553469,54742.0,0.0,54742.0,54742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,18.267509407767346,18.267509407767346,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1.0,0.0,0.0,0.0,1,0,1,0,256,1825,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,1,2,0,37.0,0.0,31.0,6.0,18.5,17.677669529663692,0.0,0.0,0.0,0.0,37000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,40,0,2000000.0,0.0,6.0,31.0,22.666666666666664,14.433756729740644,208.3333333333333,0,0,1,0,0,1,0,0,0.0,34.0,18.5,0.0,2,37,0,0,16364,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,1599673,32,44,2728.0,7578.0,378.0,0.0,85.25000000000001,89.19388088370623,2733.0,0.0,172.22727272727275,486.0898023854097,6442.5666995692245,47.50970979693975,21328.97333333333,65408.92073198888,476245.0,2.0,1546055.0,49872.74193548386,112160.90007870174,529626.0,2.0,1546671.0,35969.09302325581,83619.55179656135,476245.0,2.0,0,664,904,20.00408833555357,27.50562146138617,0.0,2733.0,133.84415584415584,372.8465560259292,139014.55434039634,0,0,0,0,1,0,0,0,1.0,135.60526315789474,85.25,172.22727272727272,32,2728,44,7578,8192,246,30,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,28213,1,1,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,425.3358380888244,70.88930634813738,28213.0,0.0,28213.0,28213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,35.44465317406869,35.44465317406869,6.0,6.0,6.0,0.0,0.0,0,0,0,0,0,1,1,0,1.0,9.0,6.0,6.0,1,6,1,6,253,288,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,77939,4,2,78.0,78.0,39.0,0.0,19.5,22.516660498395403,39.0,39.0,39.0,0.0,2001.5653267298787,76.98328179730302,15587.8,22584.636972951324,49477.0,1.0,77939.0,25979.666666666664,44954.80776661528,77889.0,1.0,1.0,1.0,0.0,1.0,1.0,0,80,40,51.32218786486868,25.66109393243434,0.0,39.0,27.85714285714285,19.0300514224964,362.1428571428572,0,0,1,0,0,1,0,0,0.0,32.5,19.5,39.0,4,78,2,78,256,294,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666666.6666666666,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,64,0,666666.6666666665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,2,0,0,0,244,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,BENIGN
17,26552,2,2,70.0,102.0,35.0,35.0,35.0,0.0,51.0,51.0,51.0,0.0,6477.8547755348,150.6477854775535,8850.666666666668,15323.742177853728,26545.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,64,40,75.32389273877675,75.32389273877675,35.0,51.0,41.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,51.75,35.0,51.0,2,70,2,102,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,15489057,16,21,874.0,25176.0,401.0,0.0,54.62499999999999,135.2261685720137,2920.0,0.0,1198.857142857143,1023.5810317563668,1681.8325350600749,2.3887832551716994,430251.58333333326,1835883.080720017,10005608.0,1.0,10498189.0,699879.2666666666,2576794.420309701,10005608.0,1.0,15433809.0,771690.45,2447520.0057913074,10060544.0,2.0,0,344,468,1.0329873535877618,1.3557959015839376,0.0,2920.0,685.5263157894738,952.9593093279002,908131.4452347084,0,0,0,0,1,0,0,0,1.0,704.0540540540541,54.625,1198.857142857143,16,874,21,25176,8192,1892,14,20,492578.0,0.0,492578.0,492578.0,10005608.0,0.0,10005608.0,10005608.0,0,BENIGN
6,140927,16,14,1681.0,6582.0,517.0,0.0,105.0625,173.54172168866677,1430.0,0.0,470.1428571428572,636.4803286757642,58633.193071590256,212.87616993195056,4859.551724137931,9949.714858032748,27247.0,0.0,140927.0,9395.133333333331,15926.610126571486,52346.0,1.0,86509.0,6654.538461538461,12400.148719641662,30772.0,0.0,0,344,304,113.53395729704032,99.34221263491028,0.0,1430.0,266.5483870967741,475.6310081502031,226224.8559139785,0,0,0,0,1,0,0,0,0.0,275.43333333333334,105.0625,470.1428571428572,16,1681,14,6582,8192,242,14,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,4,3,0,18.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4500000.0,750000.0,2.0,1.4142135623730951,3.0,1.0,4.0,2.0,1.4142135623730951,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,60,0,750000.0,0.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,0,1,0,0,0.0,8.0,6.0,0.0,3,18,0,0,31,-1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,BENIGN
6,54933,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.40798791254801,54933.0,0.0,54933.0,54933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,18.203993956274005,18.203993956274005,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1.0,0.0,0.0,0.0,1,0,1,0,256,1825,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,245,1,2,6.0,12.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,73469.38775510204,12244.897959183674,122.5,171.82694782833104,244.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,20,40,4081.632653061225,8163.265306122449,6.0,6.0,6.0,0.0,0.0,0,0,0,0,0,1,1,0,2.0,8.0,6.0,6.0,1,6,2,12,237,253,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,BENIGN
6,116496985,40,32,9356.0,6864.0,1007.0,0.0,233.9000000000001,364.7398651515478,1430.0,0.0,214.50000000000003,386.2536355398377,139.23107108737622,0.6180417458872434,1640802.6056338032,9678134.01137102,58129741.0,1.0,116496985.0,2987102.1794871795,12982292.7642035,58129741.0,1.0,116434741.0,3755959.3870967743,14517186.989140805,58191970.0,1.0,0,824,664,0.3433565254929131,0.2746852203943304,0.0,1430.0,222.19178082191792,370.2488899200946,137084.24048706234,0,0,0,0,1,0,0,0,0.0,225.2777777777777,233.9,214.5,40,9356,32,6864,8192,278,38,20,132206.5,98992.82804577309,202205.0,62208.0,58085164.0,63041.39796990546,58129741.0,58040587.0,0,BENIGN
6,54954,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39407504458274,54954.0,0.0,54954.0,54954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,18.19703752229137,18.19703752229137,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1.0,0.0,0.0,0.0,1,0,1,0,256,1825,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,1,2,0,59.0,0.0,53.0,6.0,29.5,33.23401871576773,0.0,0.0,0.0,0.0,59000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,40,0,2000000.0,0.0,6.0,53.0,37.333333333333336,27.13546265191241,736.3333333333333,0,0,1,0,0,1,0,0,0.0,56.0,29.5,0.0,2,59,0,0,470,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,1328,6,2,62.0,0.0,31.0,0.0,10.333333333333334,16.00833116432399,0.0,0.0,0.0,0.0,46686.74698795181,6024.096385542169,189.7142857142857,412.8953516674309,1109.0,1.0,1114.0,222.8,495.40104965573096,1109.0,1.0,2.0,2.0,0.0,2.0,2.0,0,120,40,4518.072289156626,1506.0240963855426,0.0,31.0,6.888888888888888,13.669715107167056,186.8611111111112,0,0,0,0,0,1,0,0,0.0,7.75,10.333333333333334,0.0,6,62,2,0,328,0,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,BENIGN
6,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,64,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,2,0,0,0,248,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,BENIGN
17,21024,2,2,74.0,212.0,37.0,37.0,37.0,0.0,106.0,106.0,106.0,0.0,13603.500761035008,190.2587519025875,7008.0,12134.747999031542,21020.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0,40,40,95.12937595129377,95.12937595129377,37.0,106.0,64.6,37.79285646785646,1428.3,0,0,0,0,0,0,0,0,1.0,80.75,37.0,106.0,2,74,2,212,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
0,112586248,52,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4618681315323698,2207573.4901960786,4020835.0290048383,9750682.0,1.0,112586248.0,2207573.4901960786,4020835.0290048383,9750682.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.4618681315323698,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,0,0,0,-1,-1,0,0,6.916666666666668,0.6685579234215212,8.0,6.0,9382179.833333334,232486.9241084844,9750682.0,9057941.0,0,BENIGN
17,26124,2,2,86.0,198.0,43.0,43.0,43.0,0.0,99.0,99.0,99.0,0.0,10871.229520747203,153.11590874291838,8708.0,15077.502279887078,26118.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,40,40,76.55795437145919,76.55795437145919,43.0,99.0,65.4,30.672463220289305,940.8,0,0,0,0,0,0,0,0,1.0,81.75,43.0,99.0,2,86,2,198,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,209,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19138.75598086124,69.66666666666666,73.38483040338332,147.0,1.0,0.0,0.0,0.0,0.0,0.0,148.0,74.0,103.23759005323592,147.0,1.0,0,32,96,4784.688995215312,14354.066985645932,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,3.0,0.0,0.0,0.0,1,0,3,0,64,245,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,BENIGN
6,246,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8130.081300813007,246.0,0.0,246.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,32,4065.040650406504,4065.040650406504,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1.0,0.0,0.0,0.0,1,0,1,0,10,383,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,BENIGN
6,1194,4,0,123.0,0.0,46.0,0.0,30.75,21.68524844220144,0.0,0.0,0.0,0.0,103015.07537688444,3350.0837520938026,398.0,684.1600689897067,1188.0,3.0,1194.0,398.0,684.1600689897067,1188.0,3.0,0.0,0.0,0.0,0.0,0.0,0,80,0,3350.0837520938026,0.0,0.0,46.0,33.8,19.979989989987484,399.2,0,0,1,0,0,1,0,0,0.0,42.25,30.75,0.0,4,123,0,0,258,-1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666666.6666666666,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,40,0,666666.6666666665,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2,0,0,0,16537,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,660,4,0,123.0,0.0,46.0,0.0,30.75,21.68524844220144,0.0,0.0,0.0,0.0,186363.63636363635,6060.606060606061,220.0,375.8550252424464,654.0,3.0,660.0,220.0,375.8550252424464,654.0,3.0,0.0,0.0,0.0,0.0,0.0,0,80,0,6060.606060606061,0.0,0.0,46.0,33.8,19.979989989987484,399.2,0,0,1,0,0,1,0,0,0.0,42.25,30.75,0.0,4,123,0,0,16471,-1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,499444,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.008905903364541,166481.33333333337,288350.6637435283,499440.0,2.0,499444.0,166481.33333333337,288350.6637435283,499440.0,2.0,0.0,0.0,0.0,0.0,0.0,0,80,0,8.008905903364541,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,4,0,0,0,4291,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,BENIGN
6,229,4,2,62.0,12.0,31.0,0.0,15.499999999999998,17.897858344878394,6.0,6.0,6.0,0.0,323144.1048034934,26200.87336244541,45.8,65.30467058335108,149.0,2.0,229.0,76.33333333333334,128.74911002928653,225.0,2.0,3.0,3.0,0.0,3.0,3.0,0,128,40,17467.248908296944,8733.624454148472,0.0,31.0,15.0,15.1657508881031,230.0,0,0,1,0,0,1,0,0,0.0,17.5,15.5,6.0,4,62,2,12,529,0,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,BENIGN
6,118185744,31,29,5830.0,7004.0,1916.0,0.0,188.06451612903223,424.14171652753606,2524.0,0.0,241.5172413793103,548.0438343189122,108.59177736360488,0.507675443495114,2003148.203389832,10748520.161100583,58962165.0,1.0,118185744.0,3939524.8,14949793.957803948,58962165.0,1.0,118123236.0,4218687.0,15457512.315227484,59024230.0,1.0,0,644,604,0.2622989791391422,0.2453764643559717,0.0,2524.0,210.3934426229509,481.2233812097568,231575.9426229508,0,0,0,0,1,0,0,0,0.0,213.9,188.06451612903223,241.5172413793104,31,5830,29,7004,8192,268,29,20,165638.5,146148.3650695416,268981.0,62296.0,58896080.0,93458.303269426,58962165.0,58829995.0,0,BENIGN
17,20657,2,2,86.0,142.0,43.0,43.0,43.0,0.0,71.0,71.0,71.0,0.0,11037.420729050686,193.638960158784,6885.666666666666,11921.128358227395,20651.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,64,40,96.81948007939198,96.81948007939198,43.0,71.0,54.2,15.336231610144653,235.2,0,0,0,0,0,0,0,0,1.0,67.75,43.0,71.0,2,86,2,142,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
17,20895,2,2,78.0,254.0,39.0,39.0,39.0,0.0,127.0,127.0,127.0,0.0,15888.968652787747,191.433357262503,6965.0,12058.537722294524,20889.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,40,40,95.71667863125153,95.71667863125153,39.0,127.0,74.2,48.199585060454616,2323.2,0,0,0,0,0,0,0,0,1.0,92.75,39.0,127.0,2,78,2,254,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
17,20766,2,2,64.0,204.0,32.0,32.0,32.0,0.0,102.0,102.0,102.0,0.0,12905.711258788404,192.62255610131947,6922.0,11984.925573402616,20761.0,2.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,0,64,64,96.31127805065974,96.31127805065974,32.0,102.0,60.0,38.34057902536164,1470.0,0,0,0,0,0,0,0,0,1.0,75.0,32.0,102.0,2,64,2,204,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,2,2,0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6000000.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,40,0,1000000.0,0.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,0,1,0,0,0.0,9.0,6.0,0.0,2,12,0,0,16439,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
17,47921,2,2,80.0,112.0,40.0,40.0,40.0,0.0,56.0,56.0,56.0,0.0,4006.5941862648942,83.47071221385197,15973.666666666668,27661.140112680343,47914.0,2.0,5.0,5.0,0.0,5.0,5.0,2.0,2.0,0.0,2.0,2.0,0,64,40,41.735356106925984,41.735356106925984,40.0,56.0,46.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,58.0,40.0,56.0,2,80,2,112,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,139,1,2,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,15.5,21.92031021678297,223021.58273381292,21582.73381294964,69.5,94.04520189781084,136.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0,32,64,7194.2446043165455,14388.489208633096,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,0,1,1,0,2.0,10.333333333333334,0.0,15.5,1,0,2,31,5718,48416,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,BENIGN
6,20092161,6,6,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.298623926017714,0.5972478520354281,1826560.0909090908,4042785.750209166,10003534.0,1.0,20063821.0,4012764.2,5494700.024293384,10031941.0,2.0,20063752.0,4012750.4,5494682.954617928,10032027.0,1.0,0,120,192,0.298623926017714,0.298623926017714,0.0,1.0,0.5384615384615385,0.5188745216627708,0.2692307692307692,0,0,0,0,0,1,0,0,1.0,0.5833333333333334,1.0,0.0,6,6,6,0,253,288,5,20,28452.5,60.10407640085654,28495.0,28410.0,10003456.5,109.60155108391488,10003534.0,10003379.0,0,BENIGN
17,20716,2,2,82.0,114.0,41.0,41.0,41.0,0.0,57.0,57.0,57.0,0.0,9461.285962541033,193.0874686232864,6905.333333333334,11956.058059968313,20711.0,2.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,0,40,40,96.54373431164318,96.54373431164318,41.0,57.0,47.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,59.25,41.0,57.0,2,82,2,114,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,116963751,32,34,2948.0,9880.0,517.0,0.0,92.125,168.55893006075297,1418.0,0.0,290.5882352941176,465.47819124429896,109.67500520738258,0.564277388812539,1799442.3230769234,10138188.875212424,58279737.0,1.0,116963751.0,3773024.225806452,14551103.909788406,58320573.0,1.0,116922785.0,3543114.696969697,14129747.78677512,58324531.0,1.0,0,1040,1104,0.2735890370000189,0.2906883518125201,0.0,1418.0,191.46268656716427,363.4305539246891,132081.76752600633,0,0,0,0,1,0,0,0,1.0,194.3636363636364,92.125,290.5882352941176,32,2948,34,9880,29200,248,16,32,201037.0,166044.22857178748,318448.0,83626.0,58260408.0,27335.33394710956,58279737.0,58241079.0,0,BENIGN
6,117128878,54,60,2502.0,62900.0,517.0,0.0,46.33333333333335,113.27708556105932,2860.0,0.0,1048.3333333333328,994.9725942340503,558.3763894673353,0.9732868780660564,1036538.743362832,7702396.87623966,58533795.0,1.0,117128878.0,2209978.830188679,11193272.417745031,58600852.0,1.0,117102198.0,1984783.0169491528,10618655.34574127,58560440.0,1.0,0,1152,1224,0.4610306264523425,0.5122562516137139,0.0,2860.0,568.7130434782607,878.3430349863754,771486.4871090775,0,0,0,0,1,0,0,0,1.0,573.7017543859649,46.33333333333334,1048.3333333333333,54,2502,60,62900,8192,250,16,20,274291.5,23814.649283581733,291131.0,257452.0,58162053.5,525721.870996918,58533795.0,57790312.0,0,BENIGN
6,21188,1,2,6.0,12.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,849.5374740419106,141.5895790069851,10594.0,14979.350052655822,21186.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,20,40,47.19652633566171,94.39305267132342,6.0,6.0,6.0,0.0,0.0,0,0,0,0,0,1,1,0,2.0,8.0,6.0,6.0,1,6,2,12,62976,32120,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,1011,4,0,123.0,0.0,46.0,0.0,30.75,21.68524844220144,0.0,0.0,0.0,0.0,121661.72106824926,3956.4787339268055,337.0,579.3712108829709,1006.0,2.0,1011.0,337.0,579.3712108829709,1006.0,2.0,0.0,0.0,0.0,0.0,0.0,0,80,0,3956.4787339268055,0.0,0.0,46.0,33.8,19.979989989987484,399.2,0,0,1,0,0,1,0,0,0.0,42.25,30.75,0.0,4,123,0,0,258,-1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
6,1,2,0,31.0,0.0,31.0,0.0,15.5,21.92031021678297,0.0,0.0,0.0,0.0,31000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,64,0,2000000.0,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,0,1,0,0,1,0,0,0.0,31.0,15.5,0.0,2,31,0,0,262,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,BENIGN
